ID,Vietnamese_Text,English_Text,Vietnamese_Sound
lesson_l16_v8,thứ Hai,Monday,
lesson_l16_v9,thứ Tư,Wednesday,
lesson_l16_v10,thứ Sáu,Friday,
lesson_l16_v11,Chủ nhật,Sunday,
lesson_l17_v0,mấy giờ,what time,
lesson_l17_v2,chiều nay,this afternoon,
lesson_l17_v10,gặp nhau,to meet,
lesson_l18_v2,nước suối,bottled water,
lesson_l18_v3,ở bên kia,over there,
lesson_l18_v4,có ... không,do you have...?,
lesson_l18_v6,trái cây,fruit,
lesson_l18_v11,bánh mì,bread,
lesson_l19_v1,nghìn đồng,thousand dong,
lesson_l19_v5,xong rồi,done / finished,
lesson_l19_v6,hóa đơn,receipt / bill,
lesson_l19_v7,tám mươi,eighty,
lesson_l19_v8,thanh toán,to pay,
lesson_l19_v10,xin vui lòng,please,
lesson_l19_v11,mã pin,PIN code,
lesson_l19_v12,tiền mặt,cash,
lesson_l20_5,Cô bớt cho cháu một chút được không ạ?,Can you give me a little discount?,
lesson_l20_6,"Được rồi, ba mươi lăm nghìn nhé.","Alright, thirty-five thousand then.",
lesson_l20_v0,một cân,one kilo,
lesson_l20_v2,bao nhiêu tiền,how much money,
lesson_l20_v5,bốn mươi,forty,
lesson_l20_v10,tất cả,total,
lesson_l20_v14,ba mươi lăm,thirty-five,
lesson_l21_5,Cảm ơn bạn.,Thank you.,
lesson_l21_v0,gói hàng,package,
lesson_l21_v2,mã đơn hàng,order code,
lesson_l21_v8,đơn hàng,order,
lesson_l22_v2,tiền thừa,change back,
lesson_l22_v3,năm trăm nghìn,five hundred thousand,
lesson_l22_v5,cho tôi xin,please give me,
lesson_l22_v6,đây là,here is,
lesson_l22_v8,tiền lẻ,small change,
lesson_l22_v9,một trăm nghìn,one hundred thousand,
lesson_l22_v11,quý khách,customer (formal),
lesson_l22_v12,trả tiền,to pay,
lesson_l22_v13,không có,don't have,
lesson_l23_5,Đây là hóa đơn của tôi.,Here is my receipt.,
lesson_l23_v1,bị hỏng,broken,
lesson_l23_v3,hoàn tiền,refund,
lesson_l23_v4,bị lỗi,defective,
lesson_l23_v5,thẻ tín dụng,credit card,
lesson_l23_v6,đồng hồ,watch,
lesson_l23_v7,trả lại,to return,
lesson_l23_v8,cái mới,new one,
lesson_l23_v11,cửa hàng,store,
lesson_l24_v0,mặc thử,to try on,
lesson_l24_v4,đợi một chút,to wait a moment,
lesson_l24_v8,cái áo,shirt,
lesson_l24_v9,phòng thử đồ,fitting room,
lesson_l24_v11,lớn hơn,larger,
lesson_l25_v2,một cốc,one cup / glass,
lesson_l25_v4,mang về,to go / take away,
lesson_l25_v7,cà phê đen,black coffee,
lesson_l25_v12,cà phê sữa đá,iced milk coffee,
lesson_l25_v15,ba mươi,thirty,
lesson_l26_v2,phở bò,beef pho,
lesson_l26_v5,trà đá,iced tea,
lesson_l26_v7,gọi món,to order food,
lesson_l26_v12,cơm tấm,broken rice,
lesson_l27_v1,bún thịt nướng,grilled pork noodles,
lesson_l27_v5,dị ứng,allergy,
lesson_l27_v6,bột ngọt,MSG,
lesson_l27_v7,đậu phộng,peanut (Southern),
lesson_l27_v9,không ăn được,cannot eat,
lesson_l27_v12,hải sản,seafood,
lesson_l27_v13,ăn chay,vegetarian,
lesson_l28_v1,cho tính tiền,"the bill, please",
lesson_l28_v4,trả bằng thẻ,to pay by card,
lesson_l28_v7,dùng thêm,to order more,
lesson_l28_v8,tính tiền,to calculate the bill,
lesson_l29_0,"Chào bạn, bạn muốn ăn gì ạ?","Hello, what would you like to eat?",
lesson_l29_1,Cái này là món gì?,What is this dish?,
lesson_l29_2,"Dạ, đó là bún chả.",That is bun cha.,
lesson_l29_3,Cho tôi một suất bún chả nhé.,Please give me one portion of bun cha.,
lesson_l29_v7,thực đơn,menu,
lesson_l29_v9,bún chả,bun cha,
lesson_l29_v13,phở,pho,
lesson_l29_v14,cái kia,that one,
lesson_l30_0,"Chào bạn, bạn uống gì ạ?","Hello, what would you like to drink?",
lesson_l30_1,Cho tôi một cốc trà đá và một chai nước suối.,Give me a glass of iced tea and a bottle of mineral water.,
lesson_l30_2,Vâng ạ. Bạn dùng ở đây hay mang đi?,Yes. Will you have it here or take it away?,
lesson_l30_3,Mang đi. Tính tiền cho tôi nhé.,Take away. The bill please.,
lesson_l30_4,Tổng cộng là hai mươi lăm nghìn ạ.,The total is twenty-five thousand.,
lesson_l30_v6,hai mươi lăm,twenty-five,
lesson_l30_v10,dùng ở đây,to have it here,
lesson_l30_v11,mang đi,to take away,
lesson_l31_0,"Chào bạn, bạn bị sao ạ?","Hello, what's wrong?",
lesson_l31_1,Tôi bị đau ở đây.,It hurts here.,
lesson_l31_2,"Vâng, đây là thuốc cho bạn.","Yes, here is medicine for you.",
lesson_l31_3,Thuốc này uống thế nào ạ?,How do I take this medicine?,
lesson_l31_4,Uống hai viên sau khi ăn.,Take two pills after eating.,
lesson_l31_v0,bị sao,what's wrong,
lesson_l31_v5,đau đầu,headache,
lesson_l31_v9,sau khi,after,
lesson_l31_v10,nhà thuốc,pharmacy,
lesson_l31_v11,đau bụng,stomachache,
lesson_l32_0,Chào anh. Anh cần khám bệnh ạ?,Hello. Do you need to see a doctor?,
lesson_l32_1,Chào chị. Tôi muốn khám bệnh.,Hello. I want to see a doctor.,
lesson_l32_2,Dạ được. Anh cho tôi xem hộ chiếu nhé.,"Yes, okay. Please let me see your passport.",
lesson_l32_3,Đây là hộ chiếu của tôi.,Here is my passport.,
lesson_l32_4,Cảm ơn anh. Anh vui lòng ngồi đợi.,Thank you. Please sit and wait.,
lesson_l32_5,Cảm ơn chị.,Thank you.,
lesson_l32_v0,khám bệnh,to see a doctor,
lesson_l32_v3,vui lòng,please,
lesson_l32_v5,dạ được,"yes, okay",
lesson_l32_v6,bác sĩ,doctor,
lesson_l32_v7,hộ chiếu,passport,
lesson_l32_v12,phòng khám,clinic,
lesson_l33_0,Chào anh. Anh cần giúp gì ạ?,Hello. How can I help you?,
lesson_l33_1,Chào chị. Tôi muốn đặt lịch khám với bác sĩ.,Hello. I want to make an appointment with a doctor.,
lesson_l33_2,Vâng. Ba giờ chiều nay được không ạ?,Yes. Is three o'clock this afternoon okay?,
lesson_l33_3,Ba giờ tôi bận rồi. Bốn giờ rưỡi được không?,I am busy at three. Is four thirty okay?,
lesson_l33_4,Dạ được. Hẹn anh lúc bốn giờ rưỡi chiều nay.,"Yes, that works. See you at four thirty this afternoon.",
lesson_l33_v0,đặt lịch khám,to make a doctor's appointment,
lesson_l33_v3,ba giờ,three o'clock,
lesson_l33_v10,bốn giờ rưỡi,four thirty,
lesson_l33_v11,bệnh viện,hospital,
lesson_l33_v12,sáng nay,this morning,
lesson_l33_v13,y tá,nurse,
lesson_l34_0,"Chào anh, anh bị sao vậy?","Hello, what is wrong?",
lesson_l34_1,"Chào bác sĩ, tôi bị đau bụng lắm ạ.","Hello doctor, my stomach hurts a lot.",
lesson_l34_2,Anh bị đau bao lâu rồi?,How long have you been in pain?,
lesson_l34_3,Tôi bị đau ba ngày rồi ạ.,I have been in pain for three days already.,
lesson_l34_4,Anh có bị sốt không?,Do you have a fever?,
lesson_l34_5,"Dạ có, tôi cũng bị sốt ạ.","Yes, I also have a fever.",
lesson_l34_v9,bao lâu,how long,
lesson_l35_0,Cấp cứu một một năm xin nghe. Bạn cần giúp gì?,Emergency one one five listening. What help do you need?,
lesson_l35_1,Cứu tôi với! Gọi xe cấp cứu giúp tôi!,Help me! Call an ambulance for me!,
lesson_l35_2,"Được rồi, hãy bình tĩnh. Địa chỉ của bạn là gì?","Alright, please stay calm. What is your address?",
lesson_l35_3,"Số mười hai, đường Lê Lợi.","Number twelve, Le Loi street.",
lesson_l35_v1,xe cấp cứu,ambulance,
lesson_l35_v2,địa chỉ,address,
lesson_l35_v4,bình tĩnh,calm,
lesson_l35_v5,cảnh sát,police,
lesson_l35_v11,cấp cứu,emergency,
lesson_l36_0,"Chào bạn, bạn đau ở đâu?","Hello, where does it hurt?",
lesson_l36_1,"Chào bác sĩ, tôi bị đau răng.","Hello doctor, I have a toothache.",
lesson_l36_2,Bạn há miệng ra nhé.,Please open your mouth.,
lesson_l36_3,Đau quá. Bác sĩ cho tôi thuốc tê nhé.,"It hurts a lot. Please give me anesthesia, doctor.",
lesson_l36_4,"Được, tôi sẽ tiêm thuốc tê.","Okay, I will inject anesthesia.",
lesson_l36_v3,thuốc tê,anesthesia / numbing medicine,
lesson_l36_v4,cho tôi ... nhé,please give me ...,
lesson_l36_v5,khám răng,dental checkup,
lesson_l36_v7,bị đau răng,to have a toothache,
lesson_l36_v8,há miệng,to open one's mouth,
lesson_l36_v10,đau quá,it hurts a lot,
lesson_l36_v11,nhổ răng,to extract a tooth,
lesson_l37_0,Chào anh. Anh cần mua gì?,Hello. What do you need to buy?,
lesson_l37_1,Chào chị. Tôi muốn mua thuốc theo đơn này.,Hello. I want to buy medicine according to this prescription.,
lesson_l37_2,"Vâng, thuốc của anh đây ạ.","Yes, here is your medicine.",
lesson_l37_3,Thuốc này mỗi ngày uống mấy viên?,How many pills of this medicine do I take a day?,
lesson_l37_4,"Mỗi ngày uống hai viên, sau bữa ăn.","Take two pills a day, after meals.",
lesson_l37_5,Cảm ơn chị. Hết bao nhiêu tiền?,Thank you. How much is it?,
lesson_l37_v5,bữa ăn,meal,
lesson_l37_v6,hết bao nhiêu tiền,how much is it in total,
lesson_l37_v7,đơn thuốc,prescription,
lesson_l37_v9,mỗi ngày,every day,
lesson_l38_0,Chào anh. Anh cần làm gì ạ?,Hello. What do you need to do?,
lesson_l38_1,Tôi cần xin visa. Cần những giấy tờ gì?,I need to apply for a visa. What documents are needed?,
lesson_l38_2,Anh cần nộp hộ chiếu và hai ảnh.,You need to submit a passport and two photos.,
lesson_l38_3,Tôi có đủ rồi. Nộp hồ sơ ở đâu?,I have everything. Where do I submit the application?,
lesson_l38_4,Anh nộp ở quầy số năm nhé.,Please submit it at counter number five.,
lesson_l38_v0,xin visa,to apply for a visa,
lesson_l38_v4,đơn xin,application form,
lesson_l38_v5,thị thực,visa (formal),
lesson_l38_v6,giấy tờ,documents,
lesson_l38_v8,hồ sơ,application file,
lesson_l38_v10,lệ phí,fee,
lesson_l38_v11,gia hạn,to extend,
lesson_l39_0,Chào anh. Anh cần giúp gì không?,Hello. Do you need any help?,
lesson_l39_1,Vâng. Tôi không hiểu tờ đơn này.,Yes. I don't understand this form.,
lesson_l39_2,Anh không hiểu chỗ nào?,Which part do you not understand?,
lesson_l39_3,Chỗ này nghĩa là gì?,What does this part mean?,
lesson_l39_4,Chỗ đó là địa chỉ của anh.,That part is your address.,
lesson_l39_5,Cảm ơn chị nhiều.,Thank you very much.,
lesson_l39_v1,tờ đơn,form,
lesson_l39_v2,nghĩa là gì,what does it mean,
lesson_l39_v4,chữ ký,signature,
lesson_l39_v5,ngày sinh,date of birth,
lesson_l39_v10,họ tên,full name,
lesson_l40_0,Xin chào quý khách. Tôi có thể giúp gì cho quý khách ạ?,Hello. How can I help you?,
lesson_l40_1,Tôi muốn mở tài khoản ngân hàng.,I want to open a bank account.,
lesson_l40_2,Dạ vâng. Quý khách có mang theo hộ chiếu không ạ?,Yes. Do you have your passport with you?,
lesson_l40_3,"Có, hộ chiếu đây. Tôi cần giấy tờ gì nữa không?","Yes, here is the passport. Do I need any other documents?",
lesson_l40_4,Ngân hàng cần thêm visa hoặc thẻ cư trú ạ.,The bank also needs a visa or residence card.,
lesson_l40_5,Tôi có thẻ cư trú. Đây nhé.,I have a residence card. Here you go.,
lesson_l40_v0,ngân hàng,bank,
lesson_l40_v2,thẻ cư trú,residence card,
lesson_l40_v4,mang theo,to bring along,
lesson_l40_v7,tài khoản,account,
lesson_l40_v9,visa,visa,
lesson_l41_0,"Xin chào, bạn cần mua gì ạ?","Hello, what do you need to buy?",
lesson_l41_1,Tôi muốn mua sim có mạng.,I want to buy a SIM with internet.,
lesson_l41_2,"Dạ, chúng tôi có gói một tháng.","Yes, we have a one-month package.",
lesson_l41_3,Tuyệt vời. Gói một tháng giá bao nhiêu?,Great. How much is the one-month package?,
lesson_l41_4,"Dạ, hai trăm nghìn đồng ạ. Xin hộ chiếu của bạn.","Yes, two hundred thousand dong. Your passport, please.",
lesson_l41_v3,giá bao nhiêu,how much,
lesson_l41_v9,sim có mạng,data SIM,
lesson_l41_v10,một tháng,one month,
lesson_l41_v11,hai trăm,two hundred,
lesson_l41_v13,tuyệt vời,great,
lesson_l42_0,"Chào anh, em cần hộ chiếu để đăng ký ạ.","Hello, I need your passport to register.",
lesson_l42_2,"Dạ, khách sạn phải đăng ký với công an.","Yes, the hotel must register with the police.",
lesson_l42_3,Khi nào tôi lấy lại được hộ chiếu?,When can I get the passport back?,
lesson_l42_4,Sáng mai em sẽ trả lại cho anh ạ.,Tomorrow morning I will return it to you.,
lesson_l42_5,"Được, ngày mai tôi sẽ lấy.","Okay, I will get it tomorrow.",
lesson_l42_v1,khách sạn,hotel,
lesson_l42_v2,khi nào,when,
lesson_l42_v6,đăng ký,to register,
lesson_l42_v7,công an,police,
lesson_l42_v8,lấy lại,to get back,
lesson_l42_v9,sáng mai,tomorrow morning,
lesson_l43_0,"Chào anh, anh cần giúp gì ạ?","Hello sir, how can I help you?",
lesson_l43_1,Chào chị. Tôi muốn gửi bưu kiện này đi Mỹ.,Hello. I want to send this parcel to America.,
lesson_l43_2,Vâng. Anh muốn gửi thường hay gửi nhanh ạ?,Yes. Do you want to send standard or express?,
lesson_l43_3,Gửi thường. Phí gửi là bao nhiêu tiền?,Standard. How much is the shipping fee?,
lesson_l43_4,Phí gửi là năm trăm nghìn đồng ạ.,The shipping fee is five hundred thousand dong.,
lesson_l43_v2,gửi nhanh,express shipping,
lesson_l43_v4,năm trăm,five hundred,
lesson_l43_v7,bưu kiện,parcel,
lesson_l43_v8,gửi thường,standard shipping,
lesson_l43_v9,phí gửi,shipping fee,
lesson_l43_v12,bưu điện,post office,
lesson_l44_1,"Xin lỗi, tôi lấy số ở đâu?","Excuse me, where do I take a number?",
lesson_l44_2,Máy lấy số ở đằng kia ạ.,The ticket machine is over there.,
lesson_l44_3,Cảm ơn. Tôi đợi ở quầy nào?,Thank you. Which counter do I wait at?,
lesson_l44_4,Anh đợi ở quầy số ba nhé.,Please wait at counter number three.,
lesson_l44_v1,lấy số,to take a number,
lesson_l44_v5,xếp hàng,to line up,
lesson_l44_v12,số ba,number three,
lesson_l44_v13,đến lượt,to be one's turn,
lesson_l45_1,Chào bạn. Tôi cần tìm lớp tiếng Việt.,Hello. I need to find a Vietnamese class.,
lesson_l45_2,Vâng. Bạn muốn học buổi sáng hay buổi tối?,Yes. Do you want to study in the morning or evening?,
lesson_l45_3,Tôi cần học lớp buổi tối.,I need to take an evening class.,
lesson_l45_v3,buổi sáng,morning,
lesson_l45_v10,buổi tối,evening,
lesson_l45_v12,buổi chiều,afternoon,
lesson_l45_v13,giáo viên,teacher,
lesson_l46_0,Căn hộ này có đầy đủ nội thất ạ.,This apartment is fully furnished.,
lesson_l46_2,Giá thuê là mười triệu đồng một tháng ạ.,The rent is ten million dong a month.,
lesson_l46_3,Giá đó bao gồm điện và nước chưa?,Does that price include electricity and water?,
lesson_l46_4,Tiền điện và tiền nước tính riêng ạ.,Electricity and water are calculated separately.,
lesson_l46_5,Căn hộ rất đẹp. Tôi sẽ thuê.,The apartment is very nice. I will rent it.,
lesson_l46_v0,căn hộ,apartment,
lesson_l46_v1,đầy đủ,fully / complete,
lesson_l46_v5,tiền điện,electricity bill,
lesson_l46_v6,tính riêng,calculated separately,
lesson_l46_v7,nội thất,furniture,
lesson_l46_v8,giá thuê,rent,
lesson_l46_v10,bao gồm,to include,
lesson_l46_v12,tiền nước,water bill,
lesson_l47_0,Đây là hợp đồng thuê nhà.,Here is the rental contract.,
lesson_l47_1,Tiền cọc là bao nhiêu ạ?,How much is the deposit?,
lesson_l47_2,Tiền cọc là một tháng tiền nhà.,The deposit is one month of rent.,
lesson_l47_3,Khi nào tôi có thể chuyển vào ạ?,When can I move in?,
lesson_l47_4,Ngày mai anh có thể chuyển vào.,You can move in tomorrow.,
lesson_l47_5,"Tốt quá, tôi sẽ ký hợp đồng.","Great, I will sign the contract.",
lesson_l47_v0,hợp đồng,contract,
lesson_l47_v1,tiền cọc,deposit,
lesson_l47_v5,chìa khóa,key,
lesson_l47_v6,thuê nhà,to rent a house,
lesson_l47_v7,tiền nhà,rent,
lesson_l47_v8,chuyển vào,to move in,
lesson_l47_v10,chủ nhà,landlord,
lesson_l48_0,"Xin chào, lễ tân xin nghe.","Hello, reception listening.",
lesson_l48_1,Chào bạn. Điều hòa phòng tôi bị hỏng.,Hello. The air conditioner in my room is broken.,
lesson_l48_2,"Dạ, quý khách ở phòng số mấy ạ?","Yes, what room are you in?",
lesson_l48_3,Phòng ba không hai. Bạn gọi thợ giúp tôi nhé.,Room three zero two. Please call a repairman for me.,
lesson_l48_4,"Vâng ạ, thợ sẽ lên ngay bây giờ.","Yes, a repairman will come up right now.",
lesson_l48_v0,lễ tân,reception,
lesson_l48_v4,ngay bây giờ,right now,
lesson_l48_v6,nước nóng,hot water,
lesson_l48_v7,điều hòa,air conditioner,
lesson_l48_v11,tivi,TV,
lesson_l48_v12,tủ lạnh,refrigerator,
lesson_l49_1,Phòng của tôi không có nước nóng.,My room does not have hot water.,
lesson_l49_2,Xin lỗi anh. Chúng tôi sẽ sửa ngay.,I apologize. We will fix it right away.,
lesson_l49_3,Bao lâu thì sửa xong?,How long until it is fixed?,
lesson_l49_4,Khoảng ba mươi phút nữa ạ.,In about thirty minutes.,
lesson_l49_v6,máy lạnh,air conditioner,
lesson_l50_0,Chào chị. Em ở nhà bên cạnh.,Hello. I live next door.,
lesson_l50_1,Chào em. Chị là Lan. Rất vui được gặp em.,Hello. I am Lan. Nice to meet you.,
lesson_l50_2,Em tên là Tom. Em vẫn đang học tiếng Việt.,My name is Tom. I am still learning Vietnamese.,
lesson_l50_3,Tiếng Việt của em rất tốt!,Your Vietnamese is very good!,
lesson_l50_4,Cảm ơn chị ạ.,Thank you.,
lesson_l50_v2,rất vui,very happy,
lesson_l50_v8,bên cạnh,next door / next to,
lesson_l51_0,Chào bạn. Hôm nay trời đẹp quá nhỉ!,"Hello. The weather is so nice today, isn't it!",
lesson_l51_1,Trời rất mát. Bạn đi làm à?,It's very cool. Are you going to work?,
lesson_l51_2,Đúng rồi. Mình đi làm đây.,That's right. I'm heading to work now.,
lesson_l51_3,Đi cẩn thận nhé. Hẹn gặp lại!,Drive safely. See you later!,
lesson_l51_v4,đi làm,to go to work,
lesson_l51_v5,hẹn gặp lại,see you later,
lesson_l51_v10,cẩn thận,careful / carefully,
lesson_l51_v11,đúng rồi,that's right,
lesson_l52_0,Chào bạn. Mình có việc muốn nhờ bạn.,Hi. I have a favor to ask you.,
lesson_l52_1,Chào bạn. Bạn cần giúp gì vậy?,Hi. What do you need help with?,
lesson_l52_2,Bạn có cái kéo không? Cho mình mượn một lát nhé.,Do you have scissors? Please let me borrow them for a moment.,
lesson_l52_3,Có chứ. Bạn đợi mình một chút.,Sure. Wait for me a moment.,
lesson_l52_4,Cảm ơn bạn nhiều nhé.,Thank you very much.,
lesson_l52_5,Không có gì đâu.,It's nothing.,
lesson_l52_v2,cái kéo,scissors,
lesson_l52_v3,một lát,a moment,
lesson_l52_v5,cục sạc,charger,
lesson_l52_v10,cái bút,pen,
lesson_l52_v11,cái ô,umbrella,
lesson_l53_0,Chào bạn. Bạn đang tìm việc gì?,Hello. What job are you looking for?,
lesson_l53_1,Chào anh. Tôi đang tìm việc làm giáo viên.,Hello. I am looking for a job as a teacher.,
lesson_l53_2,Bạn có kinh nghiệm làm việc chưa?,Do you have work experience yet?,
lesson_l53_3,Rồi ạ. Tôi đã làm việc ở một trường học hai năm.,Yes. I worked at a school for two years.,
lesson_l53_4,Rất tốt. Bạn có thể bắt đầu làm việc khi nào?,Very good. When can you start working?,
lesson_l53_5,Tôi có thể bắt đầu vào tuần sau.,I can start next week.,
lesson_l53_v0,tìm việc,to look for a job,
lesson_l53_v1,kinh nghiệm,experience,
lesson_l53_v2,làm việc,to work,
lesson_l53_v5,phỏng vấn,interview,
lesson_l53_v6,nhân viên,employee,
lesson_l53_v7,việc làm,job,
lesson_l53_v9,bắt đầu,to start,
lesson_l53_v10,trường học,school,
lesson_l53_v11,tuần sau,next week,
lesson_l53_v12,công ty,company,
lesson_l54_0,"Chào em, chào mừng em đến công ty. Hôm nay em bắt đầu làm việc nhỉ?","Hello, welcome to the company. You start working today, right?",
lesson_l54_1,"Chào chị. Vâng, hôm nay em bắt đầu làm việc ạ.","Hello. Yes, today I start working.",
lesson_l54_2,Để chị hướng dẫn nhé. Em muốn hỏi gì trước?,Let me guide you. What do you want to ask first?,
lesson_l54_3,Bàn làm việc của em ở đâu ạ?,Where is my desk?,
lesson_l54_4,Bàn làm việc của em ở đây.,Your desk is here.,
lesson_l54_5,Còn nhà vệ sinh và phòng ăn ở đâu ạ?,And where are the restroom and the pantry?,
lesson_l54_6,"Ở đằng kia, cuối hành lang.","Over there, at the end of the hallway.",
lesson_l54_7,"Dạ vâng, em cảm ơn chị ạ.","Yes, thank you.",
lesson_l54_v7,hành lang,hallway,
lesson_l54_v9,chào mừng,welcome,
lesson_l54_v10,hướng dẫn,to guide,
lesson_l54_v11,bàn làm việc,desk,
lesson_l54_v13,phòng ăn,pantry,
lesson_l55_0,"Alo, sếp đây. Có chuyện gì thế em?","Hello, boss here. What's the matter?",
lesson_l55_1,Chào sếp. Hôm nay em bị ốm ạ.,Hello boss. Today I am sick.,
lesson_l55_2,Thế à? Em mệt lắm không?,Is that so? Are you very sick?,
lesson_l55_3,Em bị sốt. Em cần xin nghỉ một ngày ạ.,I have a fever. I need a day off.,
lesson_l55_4,Được rồi. Em ở nhà nghỉ ngơi đi.,Alright. Stay home and rest.,
lesson_l55_v2,bị sốt,to have a fever,
lesson_l55_v3,xin nghỉ,to ask for time off,
lesson_l55_v5,ở nhà,to stay home,
lesson_l55_v7,uống thuốc,to take medicine,
lesson_l55_v8,bị ốm,to be sick,
lesson_l55_v11,một ngày,one day,
lesson_l55_v12,được rồi,alright,
lesson_l55_v13,nghỉ ngơi,to rest,
lesson_l55_v14,đau họng,to have a sore throat,
lesson_l55_v15,có chuyện gì,what's the matter,
lesson_l56_0,"Chào chị, chị cần giúp gì ạ?","Hello, how can I help you?",
lesson_l56_1,"Chào em, chị muốn đăng ký học cho con.","Hello, I want to register my child for school.",
lesson_l56_2,"Dạ, bé mấy tuổi rồi ạ?","Yes, how old is the child?",
lesson_l56_3,Cháu năm tuổi. Cần những giấy tờ gì?,He is five years old. What documents are needed?,
lesson_l56_4,Chị cần nộp giấy khai sinh của bé ạ.,You need to submit the child's birth certificate.,
lesson_l56_v3,năm tuổi,five years old,
lesson_l56_v9,mấy tuổi,how old,
lesson_l56_v11,giấy khai sinh,birth certificate,
lesson_l56_v13,nhập học,to enroll,
lesson_l57_0,Chào chị. Mời chị ngồi.,Hello. Please sit down.,
lesson_l57_1,Chào cô. Con tôi dạo này học thế nào ạ?,Hello teacher. How is my child studying lately?,
lesson_l57_2,"Cháu học tốt, nhưng hơi chậm môn Toán.","They study well, but are a bit slow in Math.",
lesson_l57_3,Cháu có cần giúp đỡ thêm không ạ?,Do they need extra help?,
lesson_l57_4,Có ạ. Tôi sẽ giúp cháu thêm ở lớp.,Yes. I will help them more in class.,
lesson_l57_v4,môn Toán,Math,
lesson_l57_v5,giúp đỡ,to help,
lesson_l57_v6,ở lớp,in class,
lesson_l57_v7,cô giáo,female teacher,
lesson_l57_v8,dạo này,lately,
lesson_l58_0,Đồ ăn trông ngon quá.,The food looks so good.,
lesson_l58_1,Đúng vậy. Chúc bạn ngon miệng nhé!,That's right. Enjoy your meal!,
lesson_l58_2,Cảm ơn bạn. Cuối tuần này bạn làm gì?,Thank you. What are you doing this weekend?,
lesson_l58_3,Mình đi xem phim. Còn bạn thì sao?,I'm going to see a movie. How about you?,
lesson_l58_4,Mình ở nhà nghỉ ngơi thôi.,I'm just staying home to rest.,
lesson_l58_v0,đồ ăn,food,
lesson_l58_v2,chúc ngon miệng,enjoy your meal,
lesson_l58_v3,làm gì,to do what,
lesson_l58_v4,còn bạn thì sao,how about you,
lesson_l58_v8,đúng vậy,that's right,
lesson_l58_v9,cuối tuần,weekend,
lesson_l59_0,"Chào bạn, xin mời lên xe.","Hello, please get on the bus.",
lesson_l59_1,"Xin lỗi, xe buýt này có đi sân bay không?","Excuse me, does this bus go to the airport?",
lesson_l59_2,"Có, xe này đi sân bay.","Yes, this bus goes to the airport.",
lesson_l59_3,Cho tôi một vé. Bao nhiêu tiền?,Give me one ticket. How much is it?,
